id_linha_fornec;sqa_linha_fornec;cd_linha_fornec;nome
1831420;29;203;"SERVICOS DE COBERTURAS"
1831421;30;204;"OBRAS DE CONTENCAO"
1831422;31;205;"SERVICOS DE FORNECIMENTO DE EMULSAO ASFALTICA E DERIVADOS"
1831423;32;206;"SERVICOS DE DEMOLICAO"
1831424;33;207;"OBRAS DE DRENAGEM"
1831425;34;208;"EDIFICACOES E SERVICOS DE ENGENHARIA CIVIL"
1831426;35;209;"OBRAS E SERVICOS DE ENGENHARIA DE ESTRADAS"
1831427;36;210;"SERVICOS DE ENGENHARIA DE SEGURANCA"
1831428;37;211;"OBRAS E SERVICOS DE ENGENHARIA SANITARIA"
1831429;38;212;"CONSTRUCAO DE ESTRUTURAS DE CONCRETO"
1831430;39;213;"SERVICOS DE MONTAGEM DE ESTRUTURAS DE MADEIRA"
1831431;40;214;"SERVICOS DE MONTAGEM DE ESTRUTURAS METALICAS"
1831432;41;215;"SERVICOS DE FISCALIZACAO E SUPERVISAO DE OBRAS"
1831433;42;216;"SERVICOS DE GEOTECNIA"
1831434;43;217;"SERVICOS DE IMPERMEABILIZACAO"
1831435;44;218;"SERVICOS DE INSTALACOES DE REDES FISICA,LOGICA E DE TELECOMUNICACAO"
1831436;45;219;"SERVICOS DE INSTALACAO E MANUTENCAO DE REDES ELETRICAS"
1831437;46;220;"SERVICOS DE INSTALACOES HIDRAULICAS ESPECIAIS"
1831438;47;221;"SERVICOS DE MONTAGEM E MANUTENCAO DE INSTALACOES HIDRO SANITARIAS PREDIAIS"
1831439;48;222;"SERVICOS DE MONTAGEM E MANUTENCAO DE INSTALACOES TELEFONICAS"
1831440;49;223;"SERVICOS DE LIMPEZA URBANA E ATERRO SANITARIO"
1831441;50;224;"SERVICOS DE CONSTRUCAO E MANUTENCAO DE OBRAS DE ARTE ESPECIAIS"
1831442;51;225;"OBRAS COMPLEMENTARES"
1831443;52;226;"SERVICOS DE PAISAGISMO"
1831444;53;227;"OBRAS DE PAVIMENTACAO ASFALTICA"
1831445;54;228;"OBRAS DE PAVIMENTACAO EM CONCRETO E INTERTRAVADOS"
1831446;55;229;"SERVICOS DE PERFURACAO, INSTALACAO E MANUTENCAO DE POCOS"
1831447;56;230;"SERVICOS DE RECUPERACAO ESTRUTURAL"
1831448;57;231;"SERVICOS DE ENGENHARIA AMBIENTAL"
1831449;58;232;"SERVICOS DE REFORMA E ADAPTACAO DE BENS IMOVEIS"
1831450;59;233;"SERVICOS DE SONDAGENS"
1831451;60;234;"SERVICOS DE INSTALACAO E MANUTENCAO DE SISTEMAS DE PROTECAO CONTRA DESCARGAS ATMOSFERICAS"
1831452;61;235;"SERVICOS DE INSTALACAO E MANUTENCAO DE SINALIZACAO VIARIA E AEROPORTUARIA"
1831453;62;236;"SERVICOS DE TERRAPLENAGEM"
1831454;63;238;"SERVICO DE INCINERACAO INDUSTRIAL DE REJEITOS QUIMICOS"
1831455;64;239;"SERVICOS DE ESCAVACAO"
1831456;65;240;"SERVICOS DE FUNDACOES"
1831457;66;241;"SERVICOS DE ENGENHARIA AMBIENTAL"
1831458;67;301;"INSTALACAO E/OU MONTAGEM DE BOMBAS E COMPRESSORES"
1831459;68;302;"INSTALACAO E/OU MONTAGEM DE CALDEIRAS"
1831460;69;303;"INSTALACAO E/OU MONTAGEM DE COMPORTADORES E INCINERADORES DE LIXO"
1831461;70;304;"INSTALACAO E/OU MONTAGEM DE COZINHAS INDUSTRIAIS"
1831462;71;305;"INSTALACAO E/OU MONTAGEM DE DIVISORIAS"
1831463;72;306;"INSTALACAO E/OU MONTAGEM ELETRICA/ELETRONICA"
1831464;73;307;"INSTALACAO E/OU MONTAGEM DE ELEVADORES, ESCADAS E RAMPAS ROLANTES"
1831465;74;308;"INSTALACAO E/OU MONTAGEM DE EQUIPAMENTOS ELETROMECANICOS"
1831466;75;309;"INSTALACAO E/OU MONTAGEM DE ESTRUTURAS PARA REALIZACAO DE EVENTOS"
1831467;76;310;"INSTALACAO E/OU MONTAGEM DE EQUIPAMENTOS DE INFORMATICA"
1831468;77;311;"INSTALACAO E/OU MONTAGEM EQUIPAMENTOS MICROFILMAGEM"
1831469;78;312;"INSTALACAO E MONTAGEM EM EQUIPAMENTO MEDICO, HOSPITALAR, ODONTOLOGICO E DE LABORATORIO"
1831470;79;313;"INSTALACAO E/OU MONTAGEM DE EQUIPAMENTOS ODONTOLOGICOS"
1831471;80;314;"INSTALACAO E/OU MONTAGEM DE EQUIPAMENTOS DE REFRIGERACAO E DE AR CONDICIONADO"
1831472;81;315;"INSTALACAO E/OU MONTAGEM DE EQUIPAMENTOS DE SONORIZACAO, ILUMINACAO E PROJECAO"
1831473;82;316;"INSTALACAO E/OU MONTAGEM DE SISTEMAS DE AR CONDICIONADO E VENTILACAO"
1831474;83;317;"INSTALACAO E/OU MONTAGEM DE SISTEMAS CENTRALIZADOS DE GASES"
1831475;84;318;"INSTALACAO E/OU MONTAGEM DE SISTEMAS DE COMUNICACAO"
1831476;85;319;"INSTALACAO E/OU MONTAGEM DE SISTEMAS DE PROTECAO CONTRA INCENDIO"
1831477;86;320;"INSTALACAO E/OU MONTAGEM DE SISTEMAS DE SEGURANCA PATRIMONIAL"
1831478;87;321;"INSTALACAO E/OU MONTAGEM DE PAINEIS E LETREIROS ELETRONICOS"
1831479;88;322;"SERVICOS DE INSTALACAO DE PELICULA/PLASTICO PARA PROTECAO SOLAR"
1831480;89;323;"SERVICOS DE INSTALACAO E/ OU MONTAGEM DE SISTEMAS DE IRRIGACAO"
1831481;90;324;"SERVICOS DE INSTALACAO E MONTAGEM DE CERCAS"
1831482;91;325;"INSTALACAO E/OU MONTAGEM DE EQUIPAMENTOS DE MEDICAO"
1831483;92;326;"INSTALACAO E MONTAGEM DE AQUECEDORES ELETRICOS"
1831484;93;327;"INSTALACAO E MONTAGEM DE BOX PARA BANHEIRO"
1831485;94;328;"SERVICOS DE INSTALACAO, MONTAGEM E DESMONTAGEM DE MOBILIARIO DIVERSO"
1831486;95;329;"INSTALACAO E MONTAGEM DE BOX PARA COZINHA E BANCADAS"
1831487;96;401;"MANUTENCAO E ADAPTACAO DE AERONAVES"
1831488;97;402;"MANUTENCAO EM EQUIPAMENTOS AGROPECUARIOS"
1831489;98;403;"MANUTENCAO EM AUTOCLAVES, ESTUFAS, FORNOS E CALDEIRAS"
1831490;99;404;"MANUTENCAO EM BOMBAS E COMPRESSORES"
1831491;100;405;"MANUTENCAO E ADAPTACAO EM CARROCERIAS"
1831492;101;406;"MANUTENCAO DE EQUIPAMENTOS PARA CARTOGRAFIA, DESENHO E TOPOGRAFIA"
1831493;102;407;"MANUTENCAO EM CILINDROS PARA GASES"
1831494;103;408;"MANUTENCAO EM EQUIPAMENTOS DE COMBATE A INCENDIO"
1831495;104;409;"MANUTENCAO EM EQUIPAMENTOS DE BUSCA, SEGURANCA E SALVAMENTO"
1831496;105;410;"MANUTENCAO E RECARGA DE EXTINTORES DE INCENDIO"
1831497;106;411;"MANUTENCAO EM EQUIPAMENTOS DE CONSTRUCAO CIVIL"
1831498;107;412;"MANUTENCAO EM EQUIPAMENTOS ELETRICOS E DE DISTRIBUICAO DE ENERGIA"
1831499;108;413;"MANUTENCAO EM ELETRODOMESTICOS"
1831500;109;414;"MANUTENCAO EM ELEVADORES, ESCADAS E RAMPAS ROLANTES"
1831501;110;415;"MANUTENCAO DE ESCALAS E BALANCAS"
1831502;111;416;"MANUTENCAO EM MAQUINAS E EQUIPAMENTOS DE ESCRITORIO"
1831503;112;417;"MANUTENCAO EM FERRAMENTAS"
1831504;113;418;"MANUTENCAO EM EQUIPAMENTOS E ACESSORIOS FOTOGRAFICOS,CINEMATOGRAFICOS,PROJECAO E SONORIZACAO."
1831505;114;419;"MANUTENCAO EM EQUIPAMENTOS PARA INDUSTRIA GRAFICA"
1831506;115;420;"MANUTENCAO EM EQUIPAMENTOS INDUSTRIAIS DE MARCACAO"
1831507;116;421;"MANUTENCAO EM EQUIPAMENTOS DE INFORMATICA"
1831508;117;422;"MANUTENCAO EM INSTRUMENTOS E EQUIPAMENTOS DE LABORATORIO, ENSAIO E MEDICAO"
1831509;118;423;"MANUTENCAO EM EQUIPAMENTOS DE LAVANDERIA HOSPITALAR E INDUSTRIAL"
1831510;119;424;"MANUTENCAO EM EQUIPAMENTOS PARA MARCENARIA, CARPINTARIA E SERRALHERIA"
1831511;120;425;"MANUTENCAO E ADAPTACAO EM EQUIPAMENTOS MEDICOS HOSPITALARES E LABORATORIAIS"
1831512;121;426;"MANUTENCAO E ADAPTACAO EM EQUIPAMENTOS ODONTOLOGICOS"
1831513;122;427;"MANUTENCAO EM EQUIPAMENTOS PARA OFICINA DE AERONAVES"
1831514;123;428;"MANUTENCAO EM INSTRUMENTOS DE MEDICAO DE TEMPO"
1831515;124;429;"MANUTENCAO EM EQUIPAMENTOS DE MICROFILMAGEM"
1831516;125;430;"MANUTENCAO EM EQUIPAMENTOS DE MINERACAO, ESCAVACAO, GUINDASTES E CONSERVACAO EM ESTRADAS"
1831517;126;431;"MANUTENCAO DE MOBILIARIO"
1831518;127;432;"MANUTENCAO EM EQUIPAMENTOS DE RADIOCOMUNICACAO E TELEVISAO"
1831519;128;433;"MANUTENCAO EM REBOQUES"
1831520;129;434;"MANUTENCAO EM EQUIPAMENTOS DE REFRIGERACAO, CONDICIONAMENTO EM AR E VENTILACAO"
1831521;333;746;"SERVICOS DE FLORICULTURA PARA PROMOCAO DE COMEMORACOES PUBLICAS CIVI CAS, RELIGIOSAS E POPULARES DA TRADICAO MINEIRA"
1831522;334;747;"SERVICOS PRESTADOS NA AREA DE EVENTOS ESPORTIVOS, CULTURAIS E RECREATIVOS EDUCACIONAIS"
1831523;335;748;"SERVICOS DE CORTES DE PAPEL BOBINADO EM FOLHAS, PARA ATENDER INDUSTRIAGRAFICA"
1831524;336;749;"SERVICOS DE CONSULTORIA ATUARIAL"
1831525;337;750;"SERVICOS DE CONFECCAO DE QUADROS E MOLDURAS"
1831526;338;751;"SERVICOS DE CAPACITACAO E TREINAMENTO DE EGRESSOS DO SISTEMA PENITEN CIARIO"
1831527;339;752;"SERVICOS DE TRADUCAO E INTERPRETE DE IDIOMAS"
1831528;340;753;"SERVICOS DE PESQUISA E DESENVOLVIMENTO (P&D) EM LABORATORIO DE NOVOS MATERIAIS"
1831529;341;754;"SERVICOS DE CONSULTORIA E ASSESSORIA EM AREA DE GEOPROCESSAMENTO"
1831530;342;755;"SERVICO TECNICO ESPECIALIZADO EM METROLOGIA E CONTROLE DE QUALIDADE"
1831531;343;756;"SERVICO TECNICO ESPECIALIZADO EM AREA ADMINISTRATIVA"
1831532;344;757;"CONSULTORIA E ASSESSORIA EM AREA DE DESENVOLVIMENTO/ASSISTENCIA SOCIAL"
1831533;345;758;"SERVICOS DE RESTAURACAO E CONSERVACAO DE OBRAS DE ARTE"
1831534;346;759;"SERVICOS DE CONSULTORIA E ASSESSORIA EM ARQUITETURA"
1831535;347;760;"SERVICOS ODONTOLOGICOS"
1831536;348;761;"SERVICOS TECNICOS E ESPECIALIZADOS NA AREA DE ENGENHARIA MECANICA E INDUSTRIAL"
1831537;349;762;"SERVICOS TECNICOS ESPECILIAZADOS DE COMBATE A PRAGAS"
1831538;350;763;"SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE ENGENHARIA CLINICA"
1831539;351;764;"SERVICOS TECNICOS ESPECIALIZADOS DE CALL CENTER"
1831540;352;765;"SERVICOS DE TRATAMENTO DE AGUA DE EQUIPAMENTOS E SISTEMAS"
1831541;353;766;"SERVICOS DE MEDICAO E CONTROLE DE VAZAO E VELOCIDADE DE FLUIDOS"
1831542;354;767;"SERVICOS DE EXUMACAO"
1831543;355;768;"SERVICOS TECNICOS DE ISOLAMENTO TERMICO E ACUSTICO"
1831544;356;769;"SERVICOS TECNICOS E ESPECIALIZADOS NA AREA DE PSICOLOGIA"
1831007;709;7055;"CONDIMENTOS E PRODUTOS CORRELATOS"
1831008;710;7060;"BEBIDAS"
1831009;711;7070;"HORTIFRUTIGRANJEIROS"
1831010;712;7110;"COMBUSTIVEIS SOLIDOS"
1831011;713;7115;"COMBUSTIVEIS LIQUIDOS,LUBRIFICANTES E DERIVADOS"
1831012;714;7120;"OLEOS, GRAXAS E CERAS"
1831013;715;7125;"GASES"
1831014;716;7130;"CILINDROS PARA GASES"
1831015;717;7135;"COMPONENTES E ACESSORIOS PARA CILINDROS DE GASES"
1831016;718;7210;"BORRACHA"
1831017;719;7215;"VIDRO"
1831018;720;7220;"MATERIAIS NAO METALICOS (DIVERSOS)"
1831019;721;7225;"ISOPOR"
1831020;722;7230;"CORTICA"
1831021;723;7235;"COURO"
1831022;724;7240;"PLASTICO"
1831023;725;7245;"ARAMES E ARTIGOS DE ACO E DE FERRO"
1831024;726;7250;"ARAMES E ARTIGOS DE METAIS NAO FERROSOS"
1831025;727;7310;"MINERIOS, MINERAIS E SEUS PRODUTOS PRIMARIOS E SEMI ACABADOS"
1831026;728;7410;"ARTIGOS PARA FUMANTES, PRODUTOS DE TABACO E COMPONENTES"
1831027;729;7415;"EQUIPAMENTOS, MOBILIARIOS E SUPRIMENTOS ECLESIASTICOS"
1831028;730;7420;"MATERIAIS CIVICOS"
1831029;731;7425;"ESTOFAMENTO, ACOLCHOAMENTO E COMPONENTES"
1831030;732;7430;"PLACAS, DISPOSITIVOS DE IDENTIFICACAO E COMPONENTES"
1831031;733;7435;"ARTIGOS DE PROPAGANDA E BRINDES"
1831032;734;7440;"ARTIGOS DE VALOR HISTORICO E CULTURAL"
1831033;735;7445;"JOALHERIA"
1831034;736;7450;"LACRES, SELOS E COMPONENTES"
1831035;737;7455;"ACESSORIOS, PECAS E ARTIGOS PARA ARTESANATO E BIJUTERIA"
1831036;738;7460;"ARTIGOS PARA RESTAURACAO DE LIVROS, OBRAS DE ARTE E ITENS DE VALOR HISTORICO E CULTURAL"
1831037;1;101;"ESTUDOS E PROJETOS DE AEROFOTOGRAMETRIA"
1831038;2;102;"ESTUDOS E PROJETOS DE AGRIMENSURA"
1831039;3;103;"ESTUDOS E PROJETOS DE ENGENHARIA ARQUITETONICA E CIVIL"
1831040;4;104;"CALCULO ESTRUTURAL"
1831041;5;105;"ESTUDOS E PROJETOS DE CONTROLE E PROTECAO AMBIENTAL"
1831042;6;106;"ESTUDOS E PROJETOS DE DRENAGEM"
1831043;7;107;"ESTUDOS E PROJETOS DE ENGENHARIA ELETRICA E ELETRONICA"
1831044;8;108;"ESTUDOS E PROJETOS DE ENGENHARIA DE ESTRADAS"
1831045;9;109;"ESTUDOS E PROJETOS DE ENGENHARIA SANITARIA"
1831046;10;110;"ESTUDOS E PROJETOS DE FUNDACOES"
1831047;11;111;"ESTUDOS E PROJETOS DE GEOTECNIA"
1831048;12;112;"ESTUDOS E PROJETOS DE INSTALACOES DE SISTEMAS DE AR CONDICIONADO E CLIMATIZACAO"
1831049;13;113;"ESTUDOS E PROJETOS DE INSTALACAO DE SISTEMAS DE COMUNICACAO"
1831050;14;114;"ESTUDOS E PROJETOS DE INSTALACOES DE SISTEMAS DE PROTECAO CONTRA INCENDIO"
1831051;15;115;"ESTUDOS E PROJETOS DE INSTALACAO DE SISTEMAS DE SEGURANCA ELETRONICA"
1831052;16;116;"ESTUDOS E PROJETOS DE INSTALACAO DE SISTEMAS CENTRALIZADOS DE GASES"
1831053;17;117;"ESTUDOS E PROJETOS DE INSTALACOES E MONTAGENS ELETROMECANICAS"
1831054;18;118;"ESTUDOS E PROJETOS DE INSTALACOES PREDIAIS HIDRAULICO SANITARIAS"
1831055;19;119;"ESTUDOS E PROJETOS DE INSTALACAO DE REDES FISICA E LOGICA"
1831056;20;120;"ESTUDOS E PROJETOS DE PAISAGISMO"
1831057;21;121;"ESTUDOS E PROJETOS DE REFORMA E ADAPTACAO DE BENS IMOVEIS"
1831058;22;122;"ESTUDOS E PROJETOS DE SINALIZACAO"
1831059;23;123;"ESTUDOS E PROJETOS DE SONORIZACAO E ILUMINACAO"
1831060;24;124;"ESTUDOS E PROJETOS DE TELEFONIA"
1831061;25;125;"ESTUDOS DE VIABILIDADE TECNICO ECONOMICA"
1831062;801;795;"ADMINISTRACAO DE BENS E NEGOCIOS PUBLICOS"
1831063;861;330;"INSTALACAO E MONTAGEM DE ESTRUTURA EXTERNA DE REDE DE TELECOMUNICACAO"
1831064;781;550;"LOCACAO DE ARTIGOS, UTENSILIOS E ENXOVAIS PARA HOSPITAIS, CLINICAS, LABORATORIOS"
1831065;434;1410;"COMPONENTES E ARTIGOS PARA CACA, PESCA E CAMPING"
1831066;435;1510;"VEICULOS MOTORIZADOS PARA TRANSPORTE DE PASSAGEIROS"
1831067;436;1515;"VEICULOS MOTORIZADOS PARA TRANSPORTE DE CARGA"
1831068;437;1520;"REBOQUES, SEMI REBOQUES, COMPONENTES E ACESSORIOS"
1831069;438;1525;"BICICLOS, TRICICLOS E QUADRICICLOS"
1831070;439;1530;"COMPONENTES E ACESSORIOS PARA VEICULOS DE DUAS,TRES RODAS OU QUATRO RODAS"
1831071;440;1534;"VEICULOS DE TRACAO ANIMAL"
1831072;441;1535;"VEICULOS ESPECIAIS"
1831073;442;1540;"CARROCERIAS, CABINES, CHASSIS"
1831074;443;1545;"COMPONENTES PARA CARROCERIAS, CABINES E CHASSIS"
1831075;444;1550;"COMPONENTES E ACESSORIOS PARA VEICULOS"
1831076;445;1555;"ACESSORIOS PARA VEICULOS"
1831077;446;1560;"PNEUS E CAMARAS DE AR"
1831078;447;1565;"EQUIPAMENTOS E FERRAMENTAS PARA MANUTENCAO DE VEICULOS"
1831079;448;1570;"COMPONENTES E ACESSORIOS DE EQUIPAMENTOS PARA MANUTENCAO DE VEICULOS"
1831080;449;1575;"TINTAS, VERNIZES, ADESIVOS E CORRELATOS PARA MANUTENCAO DE VEICULOS"
1831081;450;2010;"CORREAMES, CORREIAS, ACOPLAMENTOS E ACESSORIOS DE TRANSMISSAO"
1831082;451;2015;"EQUIPAMENTOS PARA TRANSMISSAO DE FORCA"
1831083;452;3010;"MOTORES E TURBINAS"
1831084;453;3015;"COMPONENTES E ACESSORIOS PARA MOTORES E TURBINAS"
1831085;454;3110;"ROLAMENTOS, MANCAIS E COMPONENTES"
1831086;455;3115;"MANCAIS E COMPONENTES"
1831087;456;3210;"MAQUINAS OPERATRIZES"
1831088;457;3211;"COMPONENTES E ACESSORIOS PARA MAQUINAS OPERATRIZES"
1831089;458;3220;"FORNOS, ESTUFAS INDUSTRIAIS, COMPONENTES E ACESSORIOS"
1831090;459;3225;"EQUIPAMENTOS E FERRAMENTAS PARA SOLDAGEM E CORTE"
1831091;460;3226;"COMPONENTES E ACESSORIOS PARA EQUIPAMENTOS DE SOLDAGEM E CORTE"
1831092;461;3227;"SUPRIMENTOS PARA SOLDAGEM E CORTE"
1831093;462;3230;"EQUIPAMENTOS PARA LAVANDERIAS, COMPONENTES E ACESSORIOS"
1831094;463;3231;"COMPONENTES E ACESSORIOS PARA EQUIPAMENTOS DE LAVANDERIA"
1831095;464;3232;"EQUIPAMENTOS PARA REDES DE GASES_MEDICINAIS"
1831096;465;3235;"EQUIPAMENTOS PARA INDUSTRIA GRAFICA"
1831097;466;3236;"EQUIPAMENTOS PARA INDUSTRIA GRAFICA, COMPONENTES E ACESSORIOS"
1831098;467;3237;"SUPRIMENTOS PARA INDUSTRIA GRAFICA"
1831099;468;3240;"EQUIPAMENTOS PARA EMBALAGEM E ACONDICIONAMENTO"
1831100;469;3241;"COMPONENTES E ACESSORIOS PARA EQUIPAMENTOS DE EMBALAGEM E ACONDICIONAMENTO"
1831101;470;3245;"EQUIPAMENTOS PARA INDUSTRIA QUIMICA E FARMACEUTICA"
1831102;471;3246;"EQUIPAMENTOS PARA INDUSTRIA QUIMICA E FARMACEUTICA, COMPONENTES E ACESSORIOS"
1831103;472;3248;"SUPRIMENTOS PARA EQUIPAMENTOS DE INDUSTRIAS QUIMICAS E FARMACEUTICAS (EXCLUI: PECAS/COMPONENTES, REAGENTES E MATERIA-PRIMA P/TRANSFORMACAO)"
1831104;473;3250;"EQUIPAMENTOS E COMPONENTES PARA INDUSTRIA DE ASFALTO"
1831105;474;3255;"EQUIPAMENTOS PARA ABASTECIMENTO DE COMBUSTIVEIS E LUBRIFICANTES E COM PONENTES"
1831106;475;3256;"COMPONENTES DE EQUIPAMENTOS PARA ABASTECIMENTO DE COMBUSTIVEIS E LUBRIFICANTES"
1831107;476;3260;"EQUIPAMENTOS INDUSTRIAIS DE COSTURA E ESTAMPARIA"
1831108;477;3261;"COMPONENTES E ACESSORIOS PARA MAQUINAS DE COSTURA E ESTAMPARIA"
1831109;478;3265;"EQUIPAMENTOS E COMPONENTES PARA INDUSTRIA DE CALCADOS"
1831110;479;3266;"SUPRIMENTOS PARA INDUSTRIA DE CALCADOS"
1831111;480;3270;"EQUIPAMENTOS E COMPONENTES PARA INDUSTRIA ALIMENTICIA"
1831112;481;3275;"CALDEIRAS INDUSTRIAIS"
1831113;482;3276;"CALDEIRAS INDUSTRIAIS E COMPONENTES"
1831114;483;3280;"SECADORES, DESIDRATADORES E ANTI HIDRATADORES"
1831115;484;3285;"EQUIPAMENTOS,COMPONENTES E ARTIGOS PARA OURIVESARIA"
1831116;485;3286;"EQUIPAMENTOS PARA AGRO-INDUSTRIA"
1831117;486;3290;"EQUIPAMENTOS E COMPONENTES PARA INDUSTRIA DE POLPA E DE PAPEL"
1831118;487;3310;"EQUIPAMENTOS COMERCIAIS E DE SERVICOS"
1831119;488;3315;"UTENSILIOS COMERCIAIS E DE SERVICOS"
1831120;489;3320;"COMPONENTES E ACESSORIOS PARA EQUIPAMENTOS COMERCIAIS E DE SERVICOS"
1831868;677;6315;"JOGOS E BRINQUEDOS"
1831869;678;6410;"EQUIPAMENTOS, ARTIGOS, UTENSILIOS E COMPONENTES PARA CONSERVACAO E LIMPEZA"
1831870;679;6415;"COMPONENTES PARA EQUIPAMENTOS DE CONSERVACAO E LIMPEZA"
1831871;680;6420;"ARTIGOS E UTENSILIOS PARA CONSERVACAO E LIMPEZA"
1831872;681;6425;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO"
1831873;682;6510;"TAMBORES, LATAS E CILINDROS"
1831874;683;6515;"CAIXAS E ENGRADADOS"
1831875;684;6520;"ARTIGOS PARA EMBALAGEM E ESTOCAGEM"
1831876;685;6525;"BOMBONAS, GARRAFOES E FRASCOS"
1831877;686;6530;"EMBALAGENS PARA INDUSTRIA QUIMICA E FARMACEUTICA"
1831878;687;6610;"TECIDOS"
1831879;688;6615;"AVIAMENTOS E ARTIGOS PARA COSTURA"
1831880;689;6620;"TINTAS, VERNIZES E ARTIGOS PARA PINTURA ARTISTICA"
1831881;690;6710;"VESTUARIO E COMPLEMENTOS"
1831882;691;6715;"VESTUARIO PARA USO ODONTOLOGICO, HOSPITALAR E ITENS CORRELATOS"
1831883;692;6720;"VESTUARIO ESPORTIVO"
1831884;693;6725;"CALCADOS"
1831885;694;6730;"VESTUARIO INFANTIL"
1831886;695;6735;"UNIFORMES"
1831887;696;6740;"FARDAMENTO"
1831888;697;6810;"MATERIAIS CIVICOS, DISTINTIVOS E INSIGNIAS"
1831889;698;6910;"ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL E TOUCADOR"
1831890;699;6915;"ARTIGOS E UTENSILIOS DE HIGIENE PESSOAL E TOUCADOR NAO CONSIDERA DOS CORRELATOS"
1831891;700;7010;"CARNES E EMBUTIDOS"
1831892;701;7015;"PESCADOS"
1831893;702;7020;"OVOS"
1831894;703;7025;"LATICINIOS"
1831895;704;7030;"HORTIFRUTIGRANJEIROS E OUTROS PRODUTOS ALIMENTICIOS"
1831896;705;7035;"CEREAIS"
1831897;706;7040;"ALIMENTOS INDUSTRIALIZADOS"
1831898;707;7045;"ALIMENTOS DIETETICOS"
1831899;708;7050;"OLEOS E GORDURAS COMESTIVEIS"
1831900;921;552;"LOCACAO DE ARTIGOS E EQUIPAMENTOS PARA SISTEMA DE ATENDIMENTO AO PUBLICO"
1831901;961;659;"FORNECIMENTO DE ENERGIA ELETRICA"
1831902;962;660;"SERVICOS DE IMPRENSA"
1831903;1021;5439;"EQUIPAMENTO MONITORAMENTO E/OU CONTROLE QUALIDADE AR"
1831904;1061;661;"CONFERENCIAS E PALESTRAS"
1831905;1081;799;"SERVICOS RELACIONADOS A METEOROLOGIA"
1831906;1103;555;"LOCACAO DE MOBILIARIO E EQUIPAMENTOS DE COZINHA"
1831907;1123;556;"LOCACAO DE MAQUINAS E EQUIPAMENTOS DE AUTOMACAO"
1831908;1223;665;"SERVICO ESPECIALIZADO EM AREA DE DESENVOLVIMENTO SOCIAL"
1831909;1243;666;"FORNECIMENTO DE GAS MEDICINAL"
1831910;1283;1602;"SERVICO DE ARBITRAGEM"
1831911;1263;1601;"SERVICO DE BRIGADA DE INCENDIO"
1831912;1423;489;"MANUTENCAO E REPARO EM EQUIPAMENTOS, INSTRUMENTOS E ACESSORIOS CIVI COS"
1831913;1443;490;"MANUTENCAO E REPARO EM MAQUINAS PESADAS"
1831914;1463;243;"OBRAS E SERVICOS REDE DE ABASTECIMENTO DE AGUA"
1831915;1543;1605;"SERVICO ESPECIALIZADO EM PENAS E MEDIDAS ALTERNATIVAS"
1831916;1563;560;"IMPLANTACAO, MANUTENCAO, GERENCIAMENTO E OPERACAO DAS UNIDADES DE ATENDIMENTO INTEGRADO (UAI)"
1831917;1583;1606;"PROFISSIONAIS DA EDUCACAO, AREA JURIDICA, CIENCIAS SOCIAIS E PESQUISA"
1831918;1603;1607;"PROFISSIONAIS DA AREA DA CULTURA, COMUNICACAO E DESPORTO"
1831919;1604;1608;"PROFISSIONAIS DAS CIENCIAS EXATAS, ENGENHARIA, INFORMATICA E FISICA"
1831920;1623;1609;"PROFISSIONAIS DO ADMINISTRATIVO, ATENDIMENTO AO PUBLICO, COMERCIO E SERVICOS"
1831921;1663;1610;"CLASSIFICACAO DE RISCO DE CREDITO"
1831922;1683;1611;"PROFISSIONAIS DA MEDICINA,DA SAUDE, DAS CIENCIAS BIOLOGICAS E BIOQUIMICAS"
1831923;1703;1612;"SERVICOS DE LOGISTICA E TRANSPORTE"
1831924;1723;1230;"EQUIPAMENTOS,PECAS,COMPONENTES E ACESSORIOS PARA SISVANT(DRONE)"
1831925;1743;1613;"SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO"
1831926;1763;5265;"EQUIPAMENTOS E SUPRIMENTOS PARA TECNOLOGIA ASSISTIVA"
1831927;1783;1614;"PRODUCAO DE TEXTOS, ARTIGOS LITERARIOS PARA REVISTAS OU JORNAIS"
1831928;1863;1415;"EQUIPAMENTO PARA CACA, PESCA E CAMPING"
1831929;1883;3916;"COMPONENTES, ACESSORIOS E ARTIGOS PARA BUSCA, RESGATE E SALVAMENTO"
1831930;1903;3416;"GRADES E PLAINAS PARA TRATOR AGRICOLA"
1831931;1943;1325;"EQUIPAMENTOS E COMPONENTES PARA EMBARCACOES"
1831932;1944;1710;"MANUTENCAO E REPARO EM EMBARCACOES - PARA EQUIPAMENTO OU COMPONENTE NOVO"
1831933;1923;5270;"EQUIPAMENTOS PARA TECNOLOGIA ASSISTIVA"
1831934;1963;1551;"EQUIPAMENTO DE MEDICAO DE VELOCIDADE"
1831935;1964;3212;"COMPONENTES PARA MAQUINAS DA INDUSTRIA ESPECIALIZADA"
1831936;1983;3926;"EQUIPAMENTOS PARA PROTECAO INDIVIDUAL"
1831937;1965;3456;"EQUIPAMENTOS PARA ANIMAIS"
1831938;2043;3911;"EQUIPAMENTOS PARA COMBATE A INCENDIO"
1831939;2063;3931;"ARTIGOS PARA DETECCAO, ALARME E SEGURANCA PATRIMONIAL"
