id_linha_fornec;sqa_linha_fornec;cd_linha_fornec;nome
1831771;279;649;"SERVICO DE DESENTUPIMENTO E LIMPEZA DE FOSSA SEPTICA, CAIXA DE GORDURAE ESGOTO"
1831772;280;650;"SERVICOS DE ESTILISMO"
1831773;281;651;"SERVICOS DE DECORACAO"
1831774;282;652;"SERVICOS DE GUARDA/ESTACIONAMENTO DE VEICULOS OFICIAIS E NAO OFICIAIS"
1831775;283;653;"SERVICOS DE PRODUCAO DE AUDIO"
1831776;284;654;"SERVICOS DE CONSERVACAO E LIMPEZA DE MOBILIARIO"
1831777;285;655;"SERVICO DE EXTENSAO DE GARANTIA PARA EQUIPAMENTOS DIVERSOS"
1831778;286;656;"VIABILIZACAO DE ESPACO FISICO"
1831779;287;657;"SERVICOS DE EMISSAO DE PASSAGENS"
1831780;288;701;"SERVICOS DE ANALISES CLINICAS, PATOLOGICAS E LABORATORIAIS"
1831781;289;702;"SERVICOS DE ANALISES QUIMICAS E FISICO QUIMICAS"
1831782;290;703;"SERVICOS DE AUDITORIA EM AREA CONTABIL"
1831783;291;704;"SERVICOS DE AUDITORIA EM AREA DE ENGENHARIA"
1831784;292;705;"SERVICOS DE AUDITORIA EM AREA FINANCEIRA/ADMINISTRATIVA"
1831785;293;706;"SERVICOS DE AUDITORIA EM AREA FISCAL"
1831786;294;707;"SERVICOS DE COMPUTACAO GRAFICA"
1831787;295;708;"SERVICOS DE CONSULTORIA E ASSESSORIA EM COMUNICACAO SOCIAL"
1831788;296;709;"SERVICOS DE CONSULTORIA E ASSESSORIA CONTABIL"
1831789;297;710;"SERVICOS DE CONSULTORIA E ASSESSORIA EM AREA CULTURAL OU ESPORTIVA"
1831790;298;711;"SERVICOS DE CONSULTORIA E ASSESSORIA EM ECONOMIA"
1831791;299;712;"SERVICOS DE CONSULTORIA E ASSESSORIA EM EDUCACAO"
1831792;300;713;"SERVICOS DE CONSULTORIA E ASSESSORIA EM ENGENHARIA"
1831793;301;714;"SERVICOS DE CONSULTORIA E ASSESSORIA FINANCEIRA/ADMINISTRATIVA"
1831794;302;715;"SERVICOS DE CONSULTORIA E ASSESSORIA FISCAL"
1831795;303;716;"SERVICOS DE CONSULTORIA E ASSESSORIA EM INFORMATICA"
1831796;304;717;"SERVICOS DE CONSULTORIA E ASSESSORIA JURIDICA"
1831797;305;718;"SERVICOS DE CONSULTORIA E ASSESSORIA EM MARKETING"
1831798;306;719;"SERVICOS DE CONSULTORIA E ASSESSORIA EM DESENVOLVIMENTO SOCIO AMBIENTAL"
1831799;307;720;"SERVICOS DE CONSULTORIA E ASSESSORIA EM MICROFILMAGEM"
1831800;308;721;"SERVICOS TECNICOS E ESPECIALIZADOS NA AREA DE SAUDE"
1831801;309;722;"SERVICOS DE CONSULTORIA E ASSESSORIA EM SEGUROS"
1831802;310;723;"SERVICOS DE CONSULTORIA, AUDITORIA E ASSESSORIA EM AREA DE TELECOMUNI CACAO"
1831803;311;724;"SERVICOS ESPECIALIZADOS DE ENSAIO EM MATERIAIS E EQUIPAMENTOS"
1831804;312;725;"SERVICOS DE PESQUISA MERCADO E OPINIAO"
1831805;313;726;"SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE INFORMATICA"
1831806;314;727;"SERVICOS DE REABILITACAO BIO PSICO PEDAGOGICA"
1831807;315;728;"SERVICOS DE RESTAURACAO DE ACERVOS DE BIBLIOTECA"
1831808;316;729;"SERVICOS DE TREINAMENTO E APERFEICOAMENTO DE PESSOAL"
1831809;317;730;"SERVICOS DE TREINAMENTO E CAPACITACAO DE PROFESSORES"
1831810;318;731;"SERVICOS MEDICOS"
1831811;319;732;"SERVICOS DE ESTAGIARIOS"
1831812;320;733;"SERVICOS DE TECNOLOGIA DA INFORMACAO EXECUTADOS PELA PRODEMGE"
1831813;321;734;"SERVICOS DE REGENERACAO DE RESINA DE LEITO MISTO DE SISTEMA DE TRATAMENTO DE AGUA"
1831814;322;735;"SERVICOS ESPECIALIZADOS DE CALIBRACAO E AFERICAO DE EQUIPAMENTOS E INSTRUMENTOS"
1831815;323;736;"SERVICOS DE CONFECCAO DE CARTAO-CRACHA ELETRONICO,COMPUTADORIZADO,CAR TAO MAGNETICO E ETIQUETAS PARA IMPRESSAO DE CODIGOS DE BARRAS"
1831816;324;737;"SERVICOS DE INSPECAO VEICULAR PARA TROCA DE CATEGORIA"
1831817;325;738;"SERVICOS DE FORNECIMENTO DE VENENO DE ANIMAIS PARA ESTUDOS,PESQUISAS, PRODUCAO DE SOROS E MEDICAMENTOS"
1831818;326;739;"SERVICOS DE INDUSTRIALIZACAO DE MEDICAMENTOS"
1831819;327;740;"SERVICOS DE CONSULTORIA E ASSESSORIA EM AREA DE CIENCIA E TECONOLOGIA"
1831820;328;741;"SERVICOS ESPECIALIZADOS NA AREA DE BIBLIOTECONOMIA"
1831821;329;742;"SERVICOS DE LAVANDERIA"
1831822;330;743;"SERVICOS FUNERARIOS"
1831823;331;744;"SERVICOS DE PRODUCOES JORNALISTICAS"
1831824;332;745;"SERVICOS DE JULGAMENTO DE ANIMAIS EM EVENTOS AGROPECUARIOS"
1831825;634;5510;"EQUIPAMENTOS, COMPONENTES, ACESSORIOS E SUPRIMENTOS PARA AUDIO, VIDEO E FOTOGRAFIA"
1831826;635;5515;"COMPONENTES, ACESSORIOS E SUPRIMENTOS FOTOGRAFICOS E CINEMATOGRAFICOS"
1831827;636;5520;"GRAVACOES FONOGRAFICAS E FITAS PARA AUDIO E VIDEO"
1831828;637;5610;"CURSOS EM MEIO MAGNETICO"
1831829;638;5615;"PROVAS E TESTES"
1831830;639;5620;"MATERIAL PEDAGOGICO"
1831831;640;5625;"MODELOS MANEQUINS PARA ESTUDO E TREINAMENTO"
1831832;641;5710;"EQUIPAMENTOS DE INFORMATICA"
1831833;642;5715;"COMPONENTES, ACESSORIOS E PERIFERICOS PARA INFORMATICA"
1831834;643;5720;"SUPRIMENTOS DE INFORMATICA"
1831835;644;5810;"MOBILIARIO DOMESTICO E SOCIAL"
1831836;645;5815;"MOBILIARIO DE ESCRITORIO"
1831837;646;5820;"MOBILIARIO ESCOLAR"
1831838;647;5825;"MOBILIARIO DE AUDITORIO"
1831839;648;5830;"MOBILIARIO PARA VARANDAS, JARDINS E AREAS DE LAZER"
1831840;649;5835;"MOBILIARIO COMERCIAL E DE SERVICOS"
1831841;650;5840;"COMPONENTES E PECAS PARA MOBILIARIOS"
1831842;651;5910;"ARTIGOS PARA CAMA, MESA E BANHO"
1831843;652;5915;"ARTIGOS INFANTIS"
1831844;653;5920;"TAPETES, CORTINAS, TOLDOS, PERSIANAS E COMPONENTES"
1831845;654;5925;"ARTIGOS DOMESTICOS E COMPONENTES"
1831846;655;5930;"ELETRODOMESTICOS, COMPONENTES E ACESSORIOS"
1831847;656;5935;"COMPONENTES E ACESSORIOS PARA ELETRODOMESTICOS"
1831848;657;5940;"EQUIPAMENTOS PARA COZINHA INDUSTRIAL"
1831849;658;5945;"COMPONENTES E ACESSORIOS PARA COZINHA INDUSTRIAL"
1831850;659;5950;"ARTIGOS PARA REFEITORIO E COZINHA INDUSTRIAL"
1831851;660;5955;"ARTIGOS DESCARTAVEIS PARA COPA E COZINHA"
1831852;661;5960;"RECIPIENTES DE USO COMERCIAL"
1831853;662;6010;"PAPELARIA, UTENSILIOS E ARTIGOS PARA ESCRITORIO"
1831854;663;6015;"PAPELARIA E ARTIGOS PARA ESCRITORIO"
1831855;664;6020;"EQUIPAMENTOS DE ESCRITORIO, COMPONENTES E PECAS"
1831856;665;6025;"COMPONENTES E ACESSORIOS PARA EQUIPAMENTOS DE ESCRITORIO"
1831857;666;6110;"LIVROS DIDATICOS E DE LITERATURA"
1831858;667;6115;"LIVROS TECNICOS"
1831859;668;6120;"ENCICLOPEDIAS, DICIONARIOS E COLECOES"
1831860;669;6125;"CARTILHAS E FOLHETOS"
1831861;670;6130;"JORNAIS E PERIODICOS"
1831862;671;6135;"MAPAS"
1831863;672;6210;"INSTRUMENTOS MUSICAIS, COMPONENTES E SUPRIMENTOS"
1831864;673;6215;"EQUIPAMENTOS DE AUDIO/SONORIZACAO E VIDEO"
1831865;674;6220;"COMPONENTES E ACESSORIOS DE AUDIO/SONORIZACAO E VIDEO"
1831866;675;6225;"PARTITURAS"
1831867;676;6310;"EQUIPAMENTOS PARA RECREACAO E DESPORTO"
1932186;2763;1517;"EQUIPAMENTO SIMULADOR DE DIRECAO VEICULAR"
1903677;2723;1621;"ATIVIDADES DE ORGANIZACOES SINDICAIS"
1906025;2744;566;"LOCACAO DE EQUIPAMENTOS DA AREA DE HIDROLOGIA"
1906026;2743;7411;"COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS"
