"id_tempo";"id_procedimento";"id_orgao_demanda";"id_orgao_contrato";"id_situacao_proc";"id_situacao_cont";"id_municipio";"id_contratado";"id_grupo_matserv";"id_classe_matserv";"id_material_servico";"id_item_matserv";"id_processo";"id_contrato";"id_unidade_medida";"id_linha_fornec";"id_item";"id_unidade_orc";"sqa_procedimento";"sqa_item_pedido";"ano_particao";"dt_item_homologa";"qt_item_pedido";"vr_un_referencia";"vr_referencia";"vr_un_homologado";"vr_homologado";"vr_atualizado"
47135;15;1831008;50;1;8;883;20176;48;832;21610;170568;320532;46296;598;1831226;2923;2925;36;2934272;2020;"19/03/2020";400;0,76;304;0,76;304;304
47135;15;1831008;50;1;8;883;20176;42;525;21718;174677;320532;46296;1750;1831226;2923;2925;36;2934271;2020;"19/03/2020";500;4,58;2290;4,58;2290;2290
47135;15;1831008;50;1;8;883;20176;42;525;2698;61658;320540;46296;889;1831226;2923;2925;36;2934352;2020;"19/03/2020";80;2,96;236,8;2,96;236,8;236,8
47135;15;1831008;50;1;8;883;17532;48;832;21609;170580;320540;46296;1751;1831329;2923;2925;36;2934373;2020;"19/03/2020";100;14,12;1412;14,12;1412;1412
47135;15;1831008;50;1;8;883;17532;42;525;50;179026;320532;46296;889;1831334;2923;2925;36;2934333;2020;"19/03/2020";36000;0,32;11520;0,32;11520;11520
47132;15;1831008;50;1;8;883;22107;42;624;19233;127799;320551;46296;889;1831334;2923;2925;36;2932595;2020;"19/03/2020";2000;3,5;7000;3,5;7000;7000
47135;15;1831008;50;1;8;883;18682;42;399;10825;147937;320540;46296;889;1831334;2923;2925;36;2934358;2020;"19/03/2020";600;0,28;168;0,28;168;168
47135;15;1831008;50;1;8;883;15677;42;399;10825;106652;320540;46296;889;1831334;2923;2925;36;2934357;2020;"19/03/2020";500;1,38;690;1,38;690;690
47135;15;1831008;50;1;8;883;19946;42;525;2617;137389;320540;46296;889;1831334;2923;2925;36;2934356;2020;"19/03/2020";100;0,74;74;0,74;74;74
47135;15;1831008;50;1;8;883;35283;42;525;13391;189082;320540;46296;893;1831334;2923;2925;36;2934355;2020;"19/03/2020";120;3,55;426;3,55;426;426
47135;15;1831008;50;1;8;883;31244;42;399;11180;62511;320540;46296;903;1831334;2923;2925;36;2934354;2020;"19/03/2020";2;186;372;186;372;372
47135;15;1831008;50;1;8;883;17532;42;624;15771;60920;320540;46296;892;1831334;2923;2925;36;2934353;2020;"19/03/2020";10;31,4;314;31,4;314;314
47135;15;1831008;50;1;8;883;19946;42;399;289;106809;320540;46296;889;1831334;2923;2925;36;2934332;2020;"19/03/2020";800;0,21;168;0,21;168;168
47135;15;1831008;50;1;8;883;14402;42;624;2986;176382;320540;46296;1544;1831334;2923;2925;36;2934331;2020;"19/03/2020";50;4,26;213;4,26;213;213
47135;15;1831081;50;1;8;883;18682;42;399;289;130794;320539;46296;889;1831334;2923;2014;36;2926441;2020;"19/03/2020";1000;0,22;220;0,22;220;220
47135;15;1831081;50;1;8;883;55789;42;107;472;116138;320530;46296;889;1831334;2923;2014;36;2910069;2020;"19/03/2020";71;39,34;2793,14;39,34;2793,14;2793,14
47135;15;1831008;50;1;8;883;19839;80;621;18648;77229;320545;46296;190;1831306;2923;2925;36;2934273;2020;"19/03/2020";500;1,69;844,65;1,69;844,65;844,65
47134;14;1831094;50;1;8;66;44;18;239;21584;170096;320536;46296;1071;1831311;2923;3043;353;2933907;2020;"19/03/2020";0;6,9;1380;0;0;0
