id_unidade_orc;sqa_unidade_orcam;ano_exercicio;cd_unidade_orc;id_grupo_administracao;grupo_admiistracao;id_administracao;administracao;nome
2735;1133;2010;1071;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS"
2736;1141;2010;4091;4;"FUNDOS";4;"FUNDOS";"FUNDO PARA A INFANCIA E A ADOLESCENCIA"
2737;1147;2010;4111;4;"FUNDOS";4;"FUNDOS";"FUNDO DE FOMENTO E DESENVOLVIMENTO SOCIOECONOMICO DO ESTADO DE MINAS GERAIS"
2738;1152;2010;1141;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO"
2739;1153;2010;2141;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS"
2740;1160;2010;1161;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO"
2741;1163;2010;4171;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO RURAL"
2742;1174;2010;1231;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO"
2743;646;2006;4261;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO DE INDUSTRIAS ESTRATEGICAS"
2744;648;2006;1271;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CULTURA"
2745;654;2006;2301;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS"
2746;656;2006;1321;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE SAUDE"
