id_unidade_orc;sqa_unidade_orcam;ano_exercicio;cd_unidade_orc;id_grupo_administracao;grupo_admiistracao;id_administracao;administracao;nome
2608;591;2006;4051;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INCENTIVO A INDUSTRIALIZACAO"
2609;611;2006;4121;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS"
2610;623;2006;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
2611;1672;2013;3041;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS"
2612;1704;2013;9999;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EMG - ADMINISTRACAO DIRETA"
2613;1713;2014;1051;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS"
2614;1717;2014;4441;4;"FUNDOS";4;"FUNDOS";"FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS"
2615;1721;2014;1141;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO"
2616;868;2008;2101;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO ESTADUAL DE FLORESTAS"
2617;878;2008;2141;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS"
2618;879;2008;4141;4;"FUNDOS";4;"FUNDOS";"FUNDO PENITENCIARIO ESTADUAL"
2619;887;2008;2171;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE ARTE DE OURO PRETO"
2620;896;2008;2211;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO TV MINAS CULTURAL E EDUCATIVA"
2621;916;2008;2301;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS"
2622;919;2008;2321;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS"
2623;1;2002;9999;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EMG - ADMINISTRACAO DIRETA"
2624;1067;2009;4451;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR"
2625;1075;2009;1411;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TURISMO"
2626;1082;2009;9999;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EMG - ADMINISTRACAO DIRETA"
2627;1092;2009;1511;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA CIVIL DO ESTADO DE MINAS GERAIS"
2628;1094;2009;1521;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"AUDITORIA-GERAL DO ESTADO DE MINAS GERAIS"
2629;10;2002;4121;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS"
2630;23;2002;1171;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE RECURSOS HUMANOS E ADMINISTRACAO"
2631;24;2002;1191;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE FAZENDA"
2632;25;2002;4181;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO DE COMUNIDADES"
2633;37;2002;1261;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE EDUCACAO"
2634;50;2002;1381;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA ESTADO TRABALHO,ASSIST.SOCIAL,CRIANCA E ADOLESCENTE"
2635;65;2002;2041;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"LOTERIA DO ESTADO DE MINAS GERAIS"
2636;66;2002;2051;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"COMISSAO DE DESENVOLVIMENTO DO VALE DO JEQUITINHONHA"
2637;1311;2011;2141;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO DE OBRAS PUBLICAS DO ESTADO DE MINAS GERAIS"
2638;1319;2011;2241;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO MINEIRO DE GESTAO DAS AGUAS"
2639;1416;2012;1021;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
2640;1427;2012;1071;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS"
2641;1431;2012;2081;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO TECNOLOGICO DE MINAS GERAIS"
2642;1434;2012;2091;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO ESTADUAL DO MEIO AMBIENTE"
2643;837;2007;4521;4;"FUNDOS";4;"FUNDOS";"FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS"
2644;839;2007;4501;4;"FUNDOS";4;"FUNDOS";"FUNDO DE EQUALIZACAO DO ESTADO DE MINAS GERAIS"
2645;767;2007;1231;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO"
2646;842;2007;1531;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE"
2647;1531;2012;4521;4;"FUNDOS";4;"FUNDOS";"FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS"
2648;1099;2009;4481;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS"
2649;1100;2009;1931;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.REC.HUMANOS E ADMINISTRACAO-OUTROS ENCARGOS"
2650;1104;2009;4491;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE CULTURA"
2651;1108;2009;1541;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS"
2652;459;2005;2091;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO ESTADUAL DO MEIO AMBIENTE"
2653;482;2005;1161;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM SAO PAULO"
2654;1331;2011;2381;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS"
2655;1547;2012;4551;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES PUBLICOS DO ESTADO DE MINAS GERAIS"
1818;232;2003;4321;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES"
1819;247;2003;1381;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA ESTADO TRABALHO,ASSIST.SOCIAL,CRIANCA E ADOLESCENTE"
1820;270;2003;1421;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DA COMUNICACAO SOCIAL"
1821;273;2003;9999;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EMG - ADMINISTRACAO DIRETA"
1822;283;2003;1471;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL E POLITICA URBANA"
1823;285;2003;1941;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE-SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
2315;1169;2010;2201;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS - IEPHA"
2316;634;2006;1221;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E ENSINO SUPERIOR"
2317;641;2006;2251;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS"
2318;655;2006;2311;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE ESTADUAL DE MONTES CLAROS"
2319;670;2006;4451;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE PROTECAO E DEFESA DO CONSUMIDOR"
2320;678;2006;1411;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TURISMO"
2321;686;2006;2421;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS"
2322;692;2006;1481;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL E ESPORTES"
2323;1221;2010;9801;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"FOLHA DE PESSOAL CENTRALIZADA"
2324;1226;2010;1451;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DEFESA SOCIAL"
2325;1249;2010;1551;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEPARTAMENTO DE TRANSITO DE MINAS GERAIS"
2326;864;2008;1091;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"PROCURADORIA GERAL DE JUSTICA"
2327;1560;2013;1021;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS"
2328;1568;2013;1101;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS"
2329;1569;2013;1111;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS EM BRASILIA"
2330;1570;2013;1141;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO DE MINAS GERAIS NO RIO DE JANEIRO"
2331;1581;2013;1321;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE SAUDE"
2332;1585;2013;4341;4;"FUNDOS";4;"FUNDOS";"FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M"
2333;1586;2013;1401;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS"
2334;1587;2013;1411;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE TURISMO"
2335;1592;2013;1461;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO"
2336;1603;2013;4091;4;"FUNDOS";4;"FUNDOS";"FUNDO PARA A INFANCIA E A ADOLESCENCIA"
2337;1612;2013;1521;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CONTROLADORIA-GERAL DO ESTADO"
2338;750;2007;3151;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"RADIO INCONFIDENCIA LTDA."
2339;779;2007;1271;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CULTURA"
2340;782;2007;2281;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS"
2341;793;2007;2351;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE DO ESTADO DE MINAS GERAIS"
2342;800;2007;2401;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE GEOCIENCIAS APLICADAS"
2343;802;2007;1915;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRANSFERENCIAS DO ESTADO A EMPRESAS"
2344;803;2007;9901;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"RECEITA GERAL DO ESTADO"
2345;806;2007;4391;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE RECUPERACAO DO PATRIMONIO HISTORICO, ARTISTICO E ARQ"
2346;814;2007;4421;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DEFESA DE DIREITOS DIFUSOS"
2347;1615;2013;1561;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"CIDADE ADMINISTRATIVA"
2348;1624;2013;1931;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.REC.HUMANOS E ADMINISTRACAO-OUTROS ENCARGOS"
2349;1625;2013;9801;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"FOLHA DE PESSOAL CENTRALIZADA"
2350;1655;2013;4381;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES"
2351;1658;2013;2331;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS"
2352;1724;2014;1221;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E ENSINO SUPERIOR"
2353;1733;2014;1341;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"COORDENADORIA DE APOIO E ASSISTENCIA A PESSOA DEFICIENTE"
2354;1741;2014;1461;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO"
2355;1743;2014;4521;4;"FUNDOS";4;"FUNDOS";"FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS"
2356;1746;2014;1471;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO REGIONAL, POLITICA URBANA E GESTAO METROPOLITANA"
2357;1753;2014;4251;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL"
2358;1756;2014;1491;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE GOVERNO"
3043;36;2002;1251;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA MILITAR DO ESTADO DE MINAS GERAIS"
3044;38;2002;1271;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CULTURA"
3045;56;2002;1431;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE GOVERNO E DE ASSUNTOS MUNICIPAIS"
3046;1299;2011;1931;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.REC.HUMANOS E ADMINISTRACAO-OUTROS ENCARGOS"
3047;1310;2011;2121;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS"
3048;1313;2011;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
3049;1320;2011;2251;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS"
3050;1425;2012;2061;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO JOAO PINHEIRO"
3051;1524;2012;4441;4;"FUNDOS";4;"FUNDOS";"FUNDO ESPECIAL DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS"
3052;1525;2012;4461;4;"FUNDOS";4;"FUNDOS";"FUNDO FINANCEIRO DE PREVIDENCIA"
3053;1526;2012;1101;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"OUVIDORIA-GERAL DO ESTADO DE MINAS GERAIS"
3054;1527;2012;4481;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS"
3055;1528;2012;1931;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.REC.HUMANOS E ADMINISTRACAO-OUTROS ENCARGOS"
3056;1116;2009;4531;4;"FUNDOS";4;"FUNDOS";"FUNDO DE INCENTIVO A INOVACAO TECNOLOGICA"
3057;1103;2009;4521;4;"FUNDOS";4;"FUNDOS";"FUNDO DE UNIVERSALIZACAO DO ACESSO A SERVICOS DE TELECOMUNICACAO EM MINAS GERAIS"
3058;441;2005;2041;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"LOTERIA DO ESTADO DE MINAS GERAIS"
3059;451;2005;4061;4;"FUNDOS";4;"FUNDOS";"FUNDO PRO-FLORESTA"
3060;466;2005;3111;5;"EMPRESAS DEPENDENTES";5;"EMPRESA EST. DEPENDENTES";"EMPRESA MINEIRA DE TURISMO"
3061;1543;2012;2431;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DE BELO HORIZONTE"
3062;1551;2012;1591;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO DOS VALES DO JEQUITINHONHA E MUCURI E DO NORTE DE MINAS"
3063;1552;2012;1601;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ESCRITORIO DE PRIORIDADES ESTRATEGICAS"
2858;1535;2012;1531;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ESPORTES E DA JUVENTUDE"
2859;1115;2009;4541;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL AOS MILITARES DO ESTADO DE MINAS GERAIS"
2860;1328;2011;2351;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE DO ESTADO DE MINAS GERAIS"
2861;1109;2009;1551;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"DEPARTAMENTO DE TRANSITO DE MINAS GERAIS"
2862;443;2005;4041;4;"FUNDOS";4;"FUNDOS";"FUNDO DE DESENVOLVIMENTO REGIONAL DO JAIBA"
2863;445;2005;1051;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS"
2864;450;2005;2061;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO JOAO PINHEIRO"
2865;452;2005;1071;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS"
2866;471;2005;4121;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS"
2867;478;2005;2151;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO HELENA ANTIPOFF"
2868;484;2005;1171;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE RECURSOS HUMANOS E ADMINISTRACAO"
2869;1548;2012;1571;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS"
2870;1549;2012;1631;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA-GERAL"
2871;1334;2011;2411;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS"
2872;1345;2011;4101;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE HABITACAO"
2873;1346;2011;4111;4;"FUNDOS";4;"FUNDOS";"FUNDO DE FOMENTO E DESENVOLVIMENTO SOCIOECONOMICO DO ESTADO DE MINAS GERAIS"
2874;1447;2012;4141;4;"FUNDOS";4;"FUNDOS";"FUNDO PENITENCIARIO ESTADUAL"
2875;1439;2012;2111;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO RURAL MINEIRA"
2876;352;2004;2211;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO TV MINAS CULTURAL E EDUCATIVA"
2877;231;2003;2321;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS"
2878;237;2003;2351;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE DO ESTADO DE MINAS GERAIS"
2879;257;2003;1911;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"EGE SEC.FAZENDA-ENCARGOS DIVERSOS"
2880;265;2003;4411;4;"FUNDOS";4;"FUNDOS";"FUNDO ROTATIVO DE FOMENTO A AGRICULTURA FAMILIAR E DE VIABILIZACAO DE ASSENTAMENTOS AGRARIOS"
2881;266;2003;4381;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES"
2882;268;2003;2411;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO DE TERRAS DO ESTADO DE MINAS GERAIS"
2883;279;2003;1491;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE GOVERNO"
2884;280;2003;1501;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO"
2885;281;2003;1481;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL E ESPORTES"
2886;492;2005;1201;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE PLANEJAMENTO E COORDENACAO GERAL"
2887;497;2005;1221;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E ENSINO SUPERIOR"
2888;992;2009;4061;4;"FUNDOS";4;"FUNDOS";"FUNDO PRO-FLORESTA"
2889;996;2009;1081;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"ADVOCACIA-GERAL DO ESTADO"
2890;1003;2009;2101;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"INSTITUTO ESTADUAL DE FLORESTAS"
2891;1009;2009;4121;4;"FUNDOS";4;"FUNDOS";"FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS"
2892;1021;2009;2161;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EDUCACIONAL CAIO MARTINS"
2893;1365;2011;4481;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS"
2894;1366;2011;4491;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE CULTURA"
2895;1372;2011;4551;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES PUBLICOS DO ESTADO DE M"
2896;1493;2012;1371;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL"
2897;1497;2012;2391;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS"
2898;360;2004;1251;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"POLICIA MILITAR DO ESTADO DE MINAS GERAIS"
2899;365;2004;2261;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO EZEQUIEL DIAS"
2900;372;2004;1281;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE ESPORTES"
2901;375;2004;4291;4;"FUNDOS";4;"FUNDOS";"FUNDO ESTADUAL DE SAUDE"
2902;379;2004;2311;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"UNIVERSIDADE ESTADUAL DE MONTES CLAROS"
2903;385;2004;1341;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"COORDENADORIA DE APOIO E ASSISTENCIA A PESSOA DEFICIENTE"
2904;1260;2010;4551;4;"FUNDOS";4;"FUNDOS";"FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES PUBLICOS DO ESTADO DE M"
2905;1171;2010;2211;2;"AUTARQUIAS E FUNDAÇÕES";3;"FUNDACOES";"FUNDACAO TV MINAS CULTURAL E EDUCATIVA"
2906;1175;2010;2231;2;"AUTARQUIAS E FUNDAÇÕES";2;"AUTARQUIAS";"ADMINISTRACAO DE ESTADIOS DO ESTADO DE MINAS GERAIS"
2907;1185;2010;1271;1;"ADMINISTRACAO DIRETA";1;"ADMINISTRACAO DIRETA";"SECRETARIA DE ESTADO DE CULTURA"
2908;702;2006;4481;4;"FUNDOS";4;"FUNDOS";"FUNDO DE PARCERIAS PUBLICO-PRIVADAS DO ESTADO DE MINAS GERAIS"
